Elementary_School,Elementary_Borough,Elementary_SchoolDigger_Rank,Elementary_Total_Schools,Middle_School,Middle_Borough,Middle_SchoolDigger_Rank,Middle_Total_Schools,Elementary_School_Type,Middle_School_Type,Elementary_Address,Middle_Address,Overlap_Area
P.S. 112 Dutch Kills,Queens,1940.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,Elementary,Junior High-Intermediate-Middle,"25-05 37 AVENUE, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",8.082292887934338e-05
P.S. 130 Abram Stevens Hewitt,Bronx,1498.0,2445,M.S. 301 Paul L. Dunbar,Bronx,1412.0,1504,Elementary,Junior High-Intermediate-Middle,"750 PROSPECT AVENUE, BRONX, NY 10455","890 CAULDWELL AVENUE, BRONX, NY 10456",7.503508695892477e-12
P.S. 188 Michael E. Berdy,Brooklyn,1939.0,2445,P.S. 099 Isaac Asimov,Brooklyn,981.0,1504,Elementary,K-8,"3314 Neptune Avenue, Brooklyn, NY 11224","1120 EAST 10 STREET, BROOKLYN, NY 11230",9.566988141113879e-05
P.S. 082 Hammond,Queens,1921.0,2445,J.H.S. 217 Robert A. Van Wyck,Queens,1002.0,1504,Elementary,Junior High-Intermediate-Middle,"88-02 144 STREET, QUEENS, NY 11435","85-05 144 STREET, QUEENS, NY 11435",5.674205012830086e-05
P.S. 019 The Curtis School,Staten Island,2014.0,2445,I.S. 027 Anning S. Prall,Staten Island,909.0,1504,Elementary,Junior High-Intermediate-Middle,"780 Post Avenue, Staten Island, NY 10310","11 Clove Lake Place, Staten Island, NY 10310",8.443668121940203e-05
P.S. 181 Brooklyn,Brooklyn,2027.0,2445,I.S. 285 Meyer Levin,Brooklyn,897.0,1504,K-8,Junior High-Intermediate-Middle,"1023 NEW YORK AVENUE, BROOKLYN, NY 11203","5909 Beverly Road, Brooklyn, NY 11203",1.516115114513991e-09
P.S. 181 Brooklyn,Brooklyn,2027.0,2445,I.S. 285 Meyer Levin,Brooklyn,897.0,1504,K-8,Junior High-Intermediate-Middle,"1023 NEW YORK AVENUE, BROOKLYN, NY 11203","5909 Beverly Road, Brooklyn, NY 11203",2.6458447740749566e-06
P.S. 11 Thomas Dongan School,Staten Island,2015.0,2445,I.S. 027 Anning S. Prall,Staten Island,909.0,1504,Elementary,Junior High-Intermediate-Middle,"85 Garretson Avenue, Staten Island, NY 10304","11 Clove Lake Place, Staten Island, NY 10310",3.157931158300429e-08
P.S. 182 Samantha Smith,Queens,1928.0,2445,J.H.S. 217 Robert A. Van Wyck,Queens,1002.0,1504,Elementary,Junior High-Intermediate-Middle,"153-27 88 Avenue, Queens, NY 11432","85-05 144 STREET, QUEENS, NY 11435",4.767378026576841e-05
P.S. 019 The Curtis School,Staten Island,2014.0,2445,I.S. 051 Edwin Markham,Staten Island,916.0,1504,Elementary,Junior High-Intermediate-Middle,"780 Post Avenue, Staten Island, NY 10310","80 WILLOWBROOK ROAD, STATEN ISLAND, NY 10302",3.205994492730179e-06
P.S. 109,Brooklyn,1589.0,2445,Andries Hudde,Brooklyn,1344.0,1504,K-8,Junior High-Intermediate-Middle,"1001 EAST 45 STREET, BROOKLYN, NY 11203","2500 NOSTRAND AVENUE, BROOKLYN, NY 11210",8.633161725278976e-05
P.S. 361 East Flatbush Early Childhood School,Brooklyn,1590.0,2445,Andries Hudde,Brooklyn,1344.0,1504,Elementary,Junior High-Intermediate-Middle,"1957 NOSTRAND AVENUE, BROOKLYN, NY 11210","2500 NOSTRAND AVENUE, BROOKLYN, NY 11210",1.025881531267164e-08
P.S. 091 Bronx,Bronx,1860.0,2445,I.S. 206 Ann Mersereau,Bronx,1075.0,1504,Elementary,Junior High-Intermediate-Middle,"2200 Aqueduct Avenue, Bronx, NY 10453","2280 AQUEDUCT AVENUE, BRONX, NY 10468",1.355398821040982e-05
P.S. 058,Bronx,2117.0,2445,J.H.S. 118 William W. Niles,Bronx,821.0,1504,Elementary,Junior High-Intermediate-Middle,"459 EAST 176 STREET, BRONX, NY 10457","577 EAST 179 STREET, BRONX, NY 10457",1.8371910812853305e-09
P.S. 232 Lindenwood,Queens,1487.0,2445,Van Siclen Community Middle School,Brooklyn,1453.0,1504,K-8,Junior High-Intermediate-Middle,"153-23 83 STREET, QUEENS, NY 11414","800 VAN SICLEN AVE, BROOKLYN, NY 11207",1.0567744921033848e-10
P.S. 78,Staten Island,2032.0,2445,I.S. 027 Anning S. Prall,Staten Island,909.0,1504,Elementary,Junior High-Intermediate-Middle,"35 Hill Street, Staten Island, NY 10304","11 Clove Lake Place, Staten Island, NY 10310",3.8297274053721183e-07
P.S./I.S. 173 Fort Washington School in the Heights,Manhattan,1993.0,2445,Community Math & Science Prep,Manhattan,952.0,1504,K-8,Junior High-Intermediate-Middle,"306 FORT WASHINGTON AVENUE, MANHATTAN, NY 10033","401 WEST 164 STREET, MANHATTAN, NY 10032",1.4558423852484804e-12
P.S. 171 Peter G. Van Alst,Queens,1987.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,Elementary,Junior High-Intermediate-Middle,"14-14 29 AVENUE, QUEENS, NY 11102","36-41 28 STREET, QUEENS, NY 11106",1.4734411949827133e-12
P.S. 107,Bronx,1948.0,2445,J.H.S. 131 Albert Einstein,Bronx,1009.0,1504,Elementary,Junior High-Intermediate-Middle,"1695 SEWARD AVENUE, BRONX, NY 10473","885 Bolton Avenue, Bronx, NY 10473",4.0003231451272227e-13
P.S. 092 Adrian Hegeman,Brooklyn,2095.0,2445,Ebbets Field Middle School,Brooklyn,864.0,1504,Elementary,Junior High-Intermediate-Middle,"601 PARKSIDE AVENUE, BROOKLYN, NY 11226","46 MCKEEVER PLACE, BROOKLYN, NY 11225",2.1394911108700594e-11
P.S. 063 Author's Academy,Bronx,1549.0,2445,M.S. 301 Paul L. Dunbar,Bronx,1412.0,1504,Elementary,Junior High-Intermediate-Middle,"1260 FRANKLIN AVENUE, BRONX, NY 10456","890 CAULDWELL AVENUE, BRONX, NY 10456",2.9267484201246226e-18
P.S. 069 Journey Prep School,Bronx,1953.0,2445,J.H.S. 131 Albert Einstein,Bronx,1009.0,1504,Elementary,Junior High-Intermediate-Middle,"560 THIERIOT AVENUE, BRONX, NY 10473","885 Bolton Avenue, Bronx, NY 10473",4.3255321948926066e-13
P.S. 028 Mount Hope,Bronx,2110.0,2445,"P.S. 279 Captain Manuel Rivera, Jr.",Bronx,853.0,1504,Elementary,K-8,"1861 ANTHONY AVENUE, BRONX, NY 10457","2100 WALTON AVENUE, BRONX, NY 10453",2.0101609982859274e-09
P.S. 092 Harry T. Stewart Sr.,Queens,1764.0,2445,I.S. 061 Leonardo Da Vinci,Queens,1200.0,1504,Elementary,Junior High-Intermediate-Middle,"99-01 34 AVENUE, QUEENS, NY 11368","98-50 50 AVENUE, QUEENS, NY 11368",7.77443621506962e-14
P.S. 219 Kennedy-King,Brooklyn,2075.0,2445,"The Middle School of Media, Law and Fine Arts",Brooklyn,890.0,1504,Elementary,Junior High-Intermediate-Middle,"1060 CLARKSON AVENUE, BROOKLYN, NY 11212","905 Winthrop Street, Brooklyn, NY 11203",2.7007682362622682e-05
P.S. 188 Michael E. Berdy,Brooklyn,1939.0,2445,P.S. 238 Anne Sullivan,Brooklyn,1027.0,1504,Elementary,K-8,"3314 Neptune Avenue, Brooklyn, NY 11224","1633 EAST 8 STREET, BROOKLYN, NY 11223",1.0869187333636246e-05
P.S. 134 Hollis,Queens,2209.0,2445,Jean Nuzzi Intermediate School,Queens,762.0,1504,Elementary,Junior High-Intermediate-Middle,"203-02 109 Avenue, Queens, NY 11412","213-10 92 AVENUE, QUEENS, NY 11428",5.000698294679625e-06
P.S. 099 Isaac Asimov,Brooklyn,1628.0,2445,Andries Hudde,Brooklyn,1344.0,1504,K-8,Junior High-Intermediate-Middle,"1120 EAST 10 STREET, BROOKLYN, NY 11230","2500 NOSTRAND AVENUE, BROOKLYN, NY 11210",9.722542047974348e-07
P.S. 099 Isaac Asimov,Brooklyn,1628.0,2445,Andries Hudde,Brooklyn,1344.0,1504,K-8,Junior High-Intermediate-Middle,"1120 EAST 10 STREET, BROOKLYN, NY 11230","2500 NOSTRAND AVENUE, BROOKLYN, NY 11210",1.1254128892080493e-08
P.S. 219 Kennedy-King,Brooklyn,2075.0,2445,I.S. 285 Meyer Levin,Brooklyn,897.0,1504,Elementary,Junior High-Intermediate-Middle,"1060 CLARKSON AVENUE, BROOKLYN, NY 11212","5909 Beverly Road, Brooklyn, NY 11203",1.4263842695937062e-09
Helen M. Marshall School,Queens,2028.0,2445,I.S. 145 Joseph Pulitzer,Queens,947.0,1504,Elementary,Junior High-Intermediate-Middle,"110-08 NORTHERN BOULEVARD, QUEENS, NY 11368","33-34 80 STREET, QUEENS, NY 11372",5.874801797022559e-10
P.S. 375 Jackie Robinson School,Brooklyn,1686.0,2445,M.S. 246 Walt Whitman,Brooklyn,1296.0,1504,Elementary,Junior High-Intermediate-Middle,"46 MCKEEVER PLACE, BROOKLYN, NY 11225","72 Veronica Place, Brooklyn, NY 11226",1.8644539578054536e-05
P.S. 375 Jackie Robinson School,Brooklyn,1686.0,2445,M.S. 246 Walt Whitman,Brooklyn,1296.0,1504,Elementary,Junior High-Intermediate-Middle,"46 MCKEEVER PLACE, BROOKLYN, NY 11225","72 Veronica Place, Brooklyn, NY 11226",4.11667938619719e-10
P.S. 306,Bronx,1950.0,2445,The Bronx School of Young Leaders,Bronx,1035.0,1504,Elementary,Junior High-Intermediate-Middle,"40 WEST TREMONT AVENUE, BRONX, NY 10453","40 WEST TREMONT AVENUE, BRONX, NY 10453",2.5266062852893634e-05
P.S. 345 Patrolman Robert Bolden,Brooklyn,1716.0,2445,J.H.S. 218 James P. Sinnott,Brooklyn,1271.0,1504,Elementary,Junior High-Intermediate-Middle,"111 BERRIMAN STREET, BROOKLYN, NY 11208","370 Fountain Avenue, Brooklyn, NY 11208",2.658248565856277e-06
P.S. 127 Aerospace Science Magnet School,Queens,2043.0,2445,I.S. 145 Joseph Pulitzer,Queens,947.0,1504,K-8,Junior High-Intermediate-Middle,"98-01 25 AVENUE, QUEENS, NY 11369","33-34 80 STREET, QUEENS, NY 11372",0.00011866692476900029
P.S. X037 - Multiple Intelligence School,Bronx,1942.0,2445,In-Tech Academy (M.S. / High School 368),Bronx,1049.0,1504,K-8,Secondary School,"360 WEST 230 STREET, BRONX, NY 10463","2975 TIBBETT AVENUE, BRONX, NY 10463",5.235042719649203e-05
Bedford Park Elementary School,Bronx,2062.0,2445,P.S./M.S. 280 Mosholu Parkway,Bronx,931.0,1504,Elementary,K-8,"3177 WEBSTER AVENUE, BRONX, NY 10467","3202 STEUBEN AVENUE, BRONX, NY 10467",3.2657188083692835e-06
P.S. 89Q: The Jose Peralta School of Dreamers,Queens,1794.0,2445,I.S. 061 Leonardo Da Vinci,Queens,1200.0,1504,Elementary,Junior High-Intermediate-Middle,"85-28 BRITTON AVENUE, QUEENS, NY 11373","98-50 50 AVENUE, QUEENS, NY 11368",3.956468517240659e-10
Urban Scholars Community School,Bronx,1584.0,2445,M.S. 301 Paul L. Dunbar,Bronx,1412.0,1504,Elementary,Junior High-Intermediate-Middle,"1180 TINTON AVENUE, BRONX, NY 10456","890 CAULDWELL AVENUE, BRONX, NY 10456",1.1261161463098375e-06
P.S. 202 Ernest S. Jenkyns,Brooklyn,1728.0,2445,J.H.S. 218 James P. Sinnott,Brooklyn,1271.0,1504,Elementary,Junior High-Intermediate-Middle,"982 HEGEMAN AVENUE, BROOKLYN, NY 11208","370 Fountain Avenue, Brooklyn, NY 11208",2.604839194242417e-05
P.S. 095 Sheila Mencher,Bronx,1954.0,2445,In-Tech Academy (M.S. / High School 368),Bronx,1049.0,1504,K-8,Secondary School,"3961 HILLMAN AVENUE, BRONX, NY 10463","2975 TIBBETT AVENUE, BRONX, NY 10463",3.04172869851638e-08
P.S. 095 Sheila Mencher,Bronx,1954.0,2445,In-Tech Academy (M.S. / High School 368),Bronx,1049.0,1504,K-8,Secondary School,"3961 HILLMAN AVENUE, BRONX, NY 10463","2975 TIBBETT AVENUE, BRONX, NY 10463",1.746337075708754e-09
P.S. 062 Inocensio Casanova,Bronx,2114.0,2445,M.S. 302 Luisa Dessus Cruz,Bronx,893.0,1504,Elementary,Junior High-Intermediate-Middle,"660 FOX STREET, BRONX, NY 10455","681 Kelly Street, Bronx, NY 10455",3.219020002460816e-05
PS280Q: Home of the Lionhearts,Queens,1807.0,2445,I.S. 061 Leonardo Da Vinci,Queens,1200.0,1504,Elementary,Junior High-Intermediate-Middle,"34-20 94 Street, Queens, NY 11372","98-50 50 AVENUE, QUEENS, NY 11368",8.205079084277253e-13
East Elmhurst Community School,Queens,1707.0,2445,MS 419,Queens,1301.0,1504,Elementary,Junior High-Intermediate-Middle,"26-25 97 Street, Queens, NY 11369","111-10 Astoria Boulevard, Queens, NY 11369",5.332698699371082e-13
P.S. 007 Abraham Lincoln,Brooklyn,2107.0,2445,M.S. 935,Brooklyn,911.0,1504,Elementary,Junior High-Intermediate-Middle,"858 JAMAICA AVENUE, BROOKLYN, NY 11208","76 Dinsmore Place, Brooklyn, NY 11208",1.4738831685829244e-13
Cornerstone Academy for Social Action,Bronx,2047.0,2445,M.S. 180 Dr. Daniel Hale Williams,Bronx,980.0,1504,Elementary,Junior High-Intermediate-Middle,"3441 STEENWICK AVENUE, BRONX, NY 10475","700 BAYCHESTER AVENUE, BRONX, NY 10475",8.209509242353055e-06
P.S. 396,Bronx,1995.0,2445,The Bronx School of Young Leaders,Bronx,1035.0,1504,Elementary,Junior High-Intermediate-Middle,"1930 ANDREWS AVENUE, BRONX, NY 10453","40 WEST TREMONT AVENUE, BRONX, NY 10453",2.0151588229060866e-12
P.S. 085 Great Expectations,Bronx,2212.0,2445,J.H.S. 118 William W. Niles,Bronx,821.0,1504,Elementary,Junior High-Intermediate-Middle,"2400 MARION AVENUE, BRONX, NY 10458","577 EAST 179 STREET, BRONX, NY 10457",1.6996001539154253e-16
Brooklyn Gardens Elementary School,Brooklyn,2061.0,2445,J.H.S. 292 Margaret S. Douglas,Brooklyn,973.0,1504,Elementary,Junior High-Intermediate-Middle,"574 DUMONT AVENUE, BROOKLYN, NY 11207","301 VERMONT STREET, BROOKLYN, NY 11207",2.074006494548256e-05
P.S. 251 Paerdegat,Brooklyn,2138.0,2445,I.S. 285 Meyer Levin,Brooklyn,897.0,1504,Elementary,Junior High-Intermediate-Middle,"1037 EAST 54 STREET, BROOKLYN, NY 11234","5909 Beverly Road, Brooklyn, NY 11203",2.9443368388828253e-09
P.S. 251 Paerdegat,Brooklyn,2138.0,2445,I.S. 285 Meyer Levin,Brooklyn,897.0,1504,Elementary,Junior High-Intermediate-Middle,"1037 EAST 54 STREET, BROOKLYN, NY 11234","5909 Beverly Road, Brooklyn, NY 11203",4.66843042051091e-13
P.S. 023 The New Children's School,Bronx,2218.0,2445,J.H.S. 118 William W. Niles,Bronx,821.0,1504,Elementary,Junior High-Intermediate-Middle,"2151 WASHINGTON AVENUE, BRONX, NY 10457","577 EAST 179 STREET, BRONX, NY 10457",2.3657793669948387e-05
P.S. 036 Saint Albans School,Queens,2221.0,2445,I.S. 059 Springfield Gardens,Queens,818.0,1504,Elementary,Junior High-Intermediate-Middle,"187-01 FOCH BOULEVARD, QUEENS, NY 11412","132-55 RIDGEDALE STREET, QUEENS, NY 11413",0.00022245639956093802
P.S. 196 Ten Eyck,Brooklyn,1972.0,2445,I.S. 093 Ridgewood,Queens,1077.0,1504,Elementary,Junior High-Intermediate-Middle,"207 Bushwick Avenue, Brooklyn, NY 11206","66-56 FOREST AVENUE, QUEENS, NY 11385",9.821800639947717e-07
P.S. 203 Floyd Bennett School,Brooklyn,1705.0,2445,Andries Hudde,Brooklyn,1344.0,1504,Elementary,Junior High-Intermediate-Middle,"5101 AVENUE M, BROOKLYN, NY 11234","2500 NOSTRAND AVENUE, BROOKLYN, NY 11210",9.03982751661205e-09
P.S. 068 Cambridge,Queens,1811.0,2445,Joseph F. Quinn Intermediate School 77,Queens,1238.0,1504,Elementary,Junior High-Intermediate-Middle,"59-09 SAINT FELIX AVENUE, QUEENS, NY 11385","976 Seneca Avenue, Queens, NY 11385",0.00026438766331105765
P.S. 143 Louis Armstrong,Queens,2320.0,2445,J.H.S. 189 Daniel Carter Beard,Queens,731.0,1504,Elementary,Junior High-Intermediate-Middle,"34-55 112 Street, Queens, NY 11368","144-80 BARCLAY AVENUE, QUEENS, NY 11355",5.966731520424292e-09
P.S. 288 The Shirley Tanyhill,Brooklyn,2363.0,2445,I.S. 096 Seth Low,Brooklyn,690.0,1504,K-8,Junior High-Intermediate-Middle,"2950 West 25 Street, Brooklyn, NY 11224","99 AVENUE P, BROOKLYN, NY 11204",3.48923074805903e-05
P.S. 299 Thomas Warren Field,Brooklyn,1591.0,2445,J.H.S. 291 Roland Hayes,Brooklyn,1465.0,1504,Elementary,Junior High-Intermediate-Middle,"88 WOODBINE STREET, BROOKLYN, NY 11221","231 PALMETTO STREET, BROOKLYN, NY 11221",3.210449053944083e-05
P.S. 163 Arthur A. Schomburg,Bronx,2237.0,2445,J.H.S. 118 William W. Niles,Bronx,821.0,1504,Elementary,Junior High-Intermediate-Middle,"330 East 180 Street, Bronx, NY 10457","577 EAST 179 STREET, BRONX, NY 10457",1.7430804676349023e-13
P.S. 219 Kennedy-King,Brooklyn,2075.0,2445,New Heights Middle School,Brooklyn,984.0,1504,Elementary,Junior High-Intermediate-Middle,"1060 CLARKSON AVENUE, BROOKLYN, NY 11212","790 EAST NEW YORK AVENUE, BROOKLYN, NY 11203",2.1223969483638474e-09
P.S. 008 Isaac Varian,Bronx,1843.0,2445,P.S. 095 Sheila Mencher,Bronx,1219.0,1504,Elementary,K-8,"3010 BRIGGS AVENUE, BRONX, NY 10458","3961 HILLMAN AVENUE, BRONX, NY 10463",2.301353268887087e-10
P.S. 092 Harry T. Stewart Sr.,Queens,1764.0,2445,MS 419,Queens,1301.0,1504,Elementary,Junior High-Intermediate-Middle,"99-01 34 AVENUE, QUEENS, NY 11368","111-10 Astoria Boulevard, Queens, NY 11369",1.2998249458262167e-12
P.S. 290 Juan Morel Campos,Brooklyn,2092.0,2445,J.H.S. 292 Margaret S. Douglas,Brooklyn,973.0,1504,Elementary,Junior High-Intermediate-Middle,"135 Schenck Avenue, Brooklyn, NY 11207","301 VERMONT STREET, BROOKLYN, NY 11207",7.888482266561802e-09
P.S. 110,Queens,1691.0,2445,Corona Arts & Sciences Academy,Queens,1375.0,1504,Elementary,Junior High-Intermediate-Middle,"43-18 97 Place, Queens, NY 11368","98-11 44 Avenue, Queens, NY 11368",5.364151125307808e-06
P.S. 152 Dyckman Valley,Manhattan,1760.0,2445,Middle School 322,Manhattan,1309.0,1504,Elementary,Junior High-Intermediate-Middle,"93 NAGLE AVENUE, MANHATTAN, NY 10040","4600 Broadway, Manhattan, NY 10040",5.613873492605881e-05
P.S. 329 Surfside,Brooklyn,2379.0,2445,I.S. 096 Seth Low,Brooklyn,690.0,1504,Elementary,Junior High-Intermediate-Middle,"2929 WEST 30 STREET, BROOKLYN, NY 11224","99 AVENUE P, BROOKLYN, NY 11204",8.119849421384047e-07
P.S. 146 Edward Collins,Bronx,1660.0,2445,M.S. 301 Paul L. Dunbar,Bronx,1412.0,1504,Elementary,Junior High-Intermediate-Middle,"968 CAULDWELL AVENUE, BRONX, NY 10456","890 CAULDWELL AVENUE, BRONX, NY 10456",1.5699121585986603e-05
P.S. 346 Abe Stark,Brooklyn,1620.0,2445,Van Siclen Community Middle School,Brooklyn,1453.0,1504,Elementary,Junior High-Intermediate-Middle,"1400 PENNSYLVANIA AVENUE, BROOKLYN, NY 11239","800 VAN SICLEN AVE, BROOKLYN, NY 11207",1.9864154257533913e-05
Linden Tree Elementary School,Bronx,2135.0,2445,J.H.S. 127 The Castle Hill,Bronx,943.0,1504,Elementary,Junior High-Intermediate-Middle,"1560 Purdy Street, Bronx, NY 10462","1551 Castle Hill Avenue, Bronx, NY 10462",3.3654119800857006e-05
P.S./M.S. 147 Ronald McNair,Queens,2326.0,2445,Jean Nuzzi Intermediate School,Queens,762.0,1504,K-8,Junior High-Intermediate-Middle,"218-01 116 Avenue, Queens, NY 11411","213-10 92 AVENUE, QUEENS, NY 11428",6.060845121002532e-06
P.S. 163 Arthur A. Schomburg,Bronx,2237.0,2445,"P.S. 279 Captain Manuel Rivera, Jr.",Bronx,853.0,1504,Elementary,K-8,"330 East 180 Street, Bronx, NY 10457","2100 WALTON AVENUE, BRONX, NY 10453",9.196015884336251e-13
P.S. /I.S. 384 Frances E. Carter,Brooklyn,2023.0,2445,Evergreen Middle School for Urban Exploration,Brooklyn,1073.0,1504,K-8,Junior High-Intermediate-Middle,"242 COOPER STREET, BROOKLYN, NY 11207","125 COVERT STREET, BROOKLYN, NY 11207",3.146867214507657e-05
P.S. 181 Brooklyn,Brooklyn,2027.0,2445,Parkside Preparatory Academy,Brooklyn,1072.0,1504,K-8,Junior High-Intermediate-Middle,"1023 NEW YORK AVENUE, BROOKLYN, NY 11203","655 Parkside Avenue, Brooklyn, NY 11226",9.74793997424161e-06
P.S. 032 Belmont,Bronx,2279.0,2445,J.H.S. 118 William W. Niles,Bronx,821.0,1504,Elementary,Junior High-Intermediate-Middle,"690 EAST 183 STREET, BRONX, NY 10458","577 EAST 179 STREET, BRONX, NY 10457",2.452417538098221e-05
P.S./I.S. 045 Horace E. Greene,Brooklyn,2031.0,2445,Evergreen Middle School for Urban Exploration,Brooklyn,1073.0,1504,K-8,Junior High-Intermediate-Middle,"84 SCHAEFER STREET, BROOKLYN, NY 11207","125 COVERT STREET, BROOKLYN, NY 11207",4.042332833931933e-05
P.S. 008 Isaac Varian,Bronx,1843.0,2445,J.H.S. 080 The Mosholu Parkway,Bronx,1261.0,1504,Elementary,Junior High-Intermediate-Middle,"3010 BRIGGS AVENUE, BRONX, NY 10458","149 EAST MOSHOLU PKWY N, BRONX, NY 10467",2.6393005977680136e-05
Norma Adams Clemons Academy,Brooklyn,2034.0,2445,Parkside Preparatory Academy,Brooklyn,1072.0,1504,Elementary,Junior High-Intermediate-Middle,"43 SNYDER AVENUE, BROOKLYN, NY 11226","655 Parkside Avenue, Brooklyn, NY 11226",1.4481455330904988e-18
P.S. 031 William T. Davis,Staten Island,1873.0,2445,I.S. 061 William A Morris,Staten Island,1240.0,1504,Elementary,Junior High-Intermediate-Middle,"55 Layton Avenue, Staten Island, NY 10301","445 CASTLETON AVENUE, STATEN ISLAND, NY 10301",6.685944921063347e-05
P.S. 048 Joseph R. Drake,Bronx,2220.0,2445,M.S. 302 Luisa Dessus Cruz,Bronx,893.0,1504,Elementary,Junior High-Intermediate-Middle,"1290 SPOFFORD AVENUE, BRONX, NY 10474","681 Kelly Street, Bronx, NY 10455",3.8448835951168765e-08
P.S. 205 Fiorello LaGuardia,Bronx,1955.0,2445,Thomas C. Giordano Middle School 45,Bronx,1160.0,1504,Elementary,Junior High-Intermediate-Middle,"2475 Southern Boulevard, Bronx, NY 10458","2502 LORILLARD PLACE, BRONX, NY 10458",5.515333426156177e-05
P.S. 046 Albert V. Maniscalco,Staten Island,1864.0,2445,I.S. 49 Berta A. Dreyfus,Staten Island,1256.0,1504,Elementary,Junior High-Intermediate-Middle,"41 Reid Avenue, Staten Island, NY 10305","101 WARREN STREET, STATEN ISLAND, NY 10304",0.00011865483631272809
Pioneer Academy,Queens,1745.0,2445,Corona Arts & Sciences Academy,Queens,1375.0,1504,Elementary,Junior High-Intermediate-Middle,"40-20 100 Street, Queens, NY 11368","98-11 44 Avenue, Queens, NY 11368",2.0916620118314965e-05
P.S. 059 The Community School of Technology,Bronx,2307.0,2445,J.H.S. 118 William W. Niles,Bronx,821.0,1504,Elementary,Junior High-Intermediate-Middle,"2185 BATHGATE AVENUE, BRONX, NY 10457","577 EAST 179 STREET, BRONX, NY 10457",3.17050812106641e-05
P.S. 100 Isaac Clason,Bronx,2121.0,2445,J.H.S. 131 Albert Einstein,Bronx,1009.0,1504,Elementary,Junior High-Intermediate-Middle,"800 TAYLOR AVENUE, BRONX, NY 10473","885 Bolton Avenue, Bronx, NY 10473",4.5168244378015015e-05
P.S. 181 Brooklyn,Brooklyn,2027.0,2445,M.S. 061 Dr. Gladstone H. Atwell,Brooklyn,1104.0,1504,K-8,Junior High-Intermediate-Middle,"1023 NEW YORK AVENUE, BROOKLYN, NY 11203","400 EMPIRE BOULEVARD, BROOKLYN, NY 11225",1.2406803688149816e-09
P.S. 181 Brooklyn,Brooklyn,2027.0,2445,M.S. 061 Dr. Gladstone H. Atwell,Brooklyn,1104.0,1504,K-8,Junior High-Intermediate-Middle,"1023 NEW YORK AVENUE, BROOKLYN, NY 11203","400 EMPIRE BOULEVARD, BROOKLYN, NY 11225",6.314538488764685e-06
The School of Science and Applied Learning,Bronx,2311.0,2445,J.H.S. 118 William W. Niles,Bronx,821.0,1504,Elementary,Junior High-Intermediate-Middle,"2050 Prospect Avenue, Bronx, NY 10457","577 EAST 179 STREET, BRONX, NY 10457",3.517726880446419e-09
P.S. 238 Anne Sullivan,Brooklyn,2106.0,2445,P.S. 238 Anne Sullivan,Brooklyn,1027.0,1504,K-8,K-8,"1633 EAST 8 STREET, BROOKLYN, NY 11223","1633 EAST 8 STREET, BROOKLYN, NY 11223",9.27525692582958e-05
P.S. 047 John Randolph,Bronx,2125.0,2445,J.H.S. 131 Albert Einstein,Bronx,1009.0,1504,Elementary,Junior High-Intermediate-Middle,"1794 EAST 172 STREET, BRONX, NY 10472","885 Bolton Avenue, Bronx, NY 10473",2.1383923116789292e-14
P.S. 092 Harry T. Stewart Sr.,Queens,1764.0,2445,Corona Arts & Sciences Academy,Queens,1375.0,1504,Elementary,Junior High-Intermediate-Middle,"99-01 34 AVENUE, QUEENS, NY 11368","98-11 44 Avenue, Queens, NY 11368",5.082742560053497e-14
P.S./M.S. 147 Ronald McNair,Queens,2326.0,2445,I.S. 059 Springfield Gardens,Queens,818.0,1504,K-8,Junior High-Intermediate-Middle,"218-01 116 Avenue, Queens, NY 11411","132-55 RIDGEDALE STREET, QUEENS, NY 11413",1.0284031109223907e-05
P.S. 048 Joseph R. Drake,Bronx,2220.0,2445,Bronx Academy for Multi-Media,Bronx,924.0,1504,Elementary,Junior High-Intermediate-Middle,"1290 SPOFFORD AVENUE, BRONX, NY 10474","730 BRYANT AVENUE, BRONX, NY 10474",0.0004249916429099359
P.S. 028 Mount Hope,Bronx,2110.0,2445,The Bronx School of Young Leaders,Bronx,1035.0,1504,Elementary,Junior High-Intermediate-Middle,"1861 ANTHONY AVENUE, BRONX, NY 10457","40 WEST TREMONT AVENUE, BRONX, NY 10453",1.954647444595455e-13
P.S. 123 Suydam,Brooklyn,2076.0,2445,I.S. 093 Ridgewood,Queens,1077.0,1504,Elementary,Junior High-Intermediate-Middle,"100 IRVING AVENUE, BROOKLYN, NY 11237","66-56 FOREST AVENUE, QUEENS, NY 11385",4.1012044963335785e-06
P.S. 123 Suydam,Brooklyn,2076.0,2445,I.S. 093 Ridgewood,Queens,1077.0,1504,Elementary,Junior High-Intermediate-Middle,"100 IRVING AVENUE, BROOKLYN, NY 11237","66-56 FOREST AVENUE, QUEENS, NY 11385",5.049999154567537e-12
P.S. 398 Walter Weaver,Brooklyn,2267.0,2445,"The Middle School of Media, Law and Fine Arts",Brooklyn,890.0,1504,Elementary,Junior High-Intermediate-Middle,"60 EAST 94 STREET, BROOKLYN, NY 11212","905 Winthrop Street, Brooklyn, NY 11203",5.168491757438462e-09
