ATS System Code,Location Name,Location Category Description,Borough,Full Address,Zoned Elementary,Zoned Middle,Zoned High
07X548,Careers in Sports High School,High school,Bronx,"730 CONCOURSE VILLAGE WEST, BRONX, NY 10451",No,No,No
07X551,The Urban Assembly Bronx Academy of Letters,Secondary School,Bronx,"339 MORRIS AVENUE, BRONX, NY 10451",No,No,No
07X557,Mott Haven Community High School,High school,Bronx,"455 SOUTHERN BLVD, BRONX, NY 10455",No,No,No
07X584,I.S. 584,Junior High-Intermediate-Middle,Bronx,"600 Saint Ann's Avenue, Bronx, NY 10455",No,No,No
07X600,Alfred E. Smith Career and Technical Education High School,High school,Bronx,"333 EAST 151 STREET, BRONX, NY 10451",No,No,No
07X625,Bronx Legacy High School,High school,Bronx,"730 CONCOURSE VILLAGE WEST, BRONX, NY 10451",No,No,No
07X642,South Bronx Literacy Academy,Elementary,Bronx,"750 CONCOURSE VILLAGE WEST, BRONX, NY 10451",No,No,No
07X670,Health Opportunities High School,High school,Bronx,"350 Gerard Avenue, Bronx, NY 10451",No,No,No
08X101,M.S. X101 Edward R. Byrne,Junior High-Intermediate-Middle,Bronx,"2750 LAFAYETTE AVENUE, BRONX, NY 10465",No,No,No
08X123,J.H.S. 123 James M. Kieran,Junior High-Intermediate-Middle,Bronx,"1025 MORRISON AVENUE, BRONX, NY 10472",No,No,No
08X269,Bronx Studio School for Writers and Artists,Secondary School,Bronx,"928 Simpson Street, Bronx, NY 10459",No,No,No
08X282,Women's Academy of Excellence,High school,Bronx,"456 White Plains Road, Bronx, NY 10473",No,No,No
08X293,Renaissance High School for Musical Theater and the Arts,High school,Bronx,"3000 East Tremont Avenue, Bronx, NY 10461",No,No,No
08X312,Millennium Art Academy,High school,Bronx,"1980 Lafayette Avenue, Bronx, NY 10473",No,No,No
08X320,Pelham Lab High School,High school,Bronx,"3000 East Tremont Avenue, Bronx, NY 10461",No,No,No
08X337,The School for Inquiry and Social Justice,Junior High-Intermediate-Middle,Bronx,"1025 MORRISON AVENUE, BRONX, NY 10472",No,No,No
08X348,Schuylerville Preparatory High School,High school,Bronx,"3000 East Tremont Avenue, Bronx, NY 10461",No,No,No
08X349,Bronx River High School,High school,Bronx,"3000 East Tremont Avenue, Bronx, NY 10461",No,No,No
08X367,"Archimedes Academy for Math, Science and Technology Applications",Secondary School,Bronx,"456 White Plains Road, Bronx, NY 10473",No,No,No
08X371,Urban Institute of Mathematics,Junior High-Intermediate-Middle,Bronx,"650 HOLLYWOOD AVENUE, BRONX, NY 10465",No,No,No
08X375,The Bronx Mathematics Preparatory School,Junior High-Intermediate-Middle,Bronx,"456 White Plains Road, Bronx, NY 10473",No,No,No
08X376,Antonia Pantoja Preparatory Academy: A College Board School,Secondary School,Bronx,"1980 Lafayette Avenue, Bronx, NY 10473",No,No,No
08X377,Bronx Community High School,High school,Bronx,"1980 Lafayette Avenue, Bronx, NY 10473",No,No,No
08X432,Bronx Bridges High School,High school,Bronx,"1980 Lafayette Avenue, Bronx, NY 10473",No,No,No
08X448,Soundview Academy for Culture and Scholarship,Junior High-Intermediate-Middle,Bronx,"885 Bolton Avenue, Bronx, NY 10473",No,No,No
08X452,Gotham Collaborative High School,High school,Bronx,"1980 Lafayette Avenue, Bronx, NY 10473",No,No,No
08X467,Mott Hall Community School,Junior High-Intermediate-Middle,Bronx,"650 HOLLYWOOD AVENUE, BRONX, NY 10465",No,No,No
08X530,Longwood Preparatory Academy,High school,Bronx,"965 LONGWOOD AVENUE, BRONX, NY 10459",No,No,No
08X537,Bronx Arena High School,High school,Bronx,"1440 Story Avenue, Bronx, NY 10473",No,No,No
08X558,Westchester Square Academy,High school,Bronx,"3000 East Tremont Avenue, Bronx, NY 10461",No,No,No
08X561,Bronx Compass High School,High school,Bronx,"1980 Lafayette Avenue, Bronx, NY 10473",No,No,No
08X636,Virtual Innovators Academy,High school,Bronx,"3893 Dyre Avenue, Bronx, NY 10466",No,No,No
09X022,J.H.S. 022 Jordan L. Mott,Junior High-Intermediate-Middle,Bronx,"270 EAST 167 STREET, BRONX, NY 10456",No,No,No
09X053,P.S. 053 Basheer Quisim,Elementary,Bronx,"360 EAST 168 STREET, BRONX, NY 10456",No,No,No
09X088,P.S. X088 - S. Silverstein Little Sparrow School,Early Childhood,Bronx,"1340 SHERIDAN AVENUE, BRONX, NY 10456",No,No,No
09X114,P.S. X114 - Luis Llorens Torres Schools,Elementary,Bronx,"1155 CROMWELL AVENUE, BRONX, NY 10452",No,No,No
09X117,I.S. 117 Joseph H. Wade,Junior High-Intermediate-Middle,Bronx,"1865 MORRIS AVENUE, BRONX, NY 10453",No,No,No
09X128,Mott Hall III,Junior High-Intermediate-Middle,Bronx,"580 Crotona Park South, Bronx, NY 10456",No,No,No
09X170,P.S. 170,Early Childhood,Bronx,"1598 TOWNSEND AVENUE, BRONX, NY 10452",No,No,No
09X215,Kappa,Junior High-Intermediate-Middle,Bronx,"3630 Third Avenue, Bronx, NY 10456",No,No,No
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,K-8,Bronx,"1220 GERARD AVENUE, BRONX, NY 10452",No,No,No
09X219,I.S. 219 New Venture School,Junior High-Intermediate-Middle,Bronx,"3630 Third Avenue, Bronx, NY 10456",No,No,No
09X227,Bronx Collegiate Academy,High school,Bronx,"240 EAST 172 STREET, BRONX, NY 10457",No,No,No
09X229,I.S. 229 Roland Patterson,Junior High-Intermediate-Middle,Bronx,"275 Harlem River Park Bridge, Bronx, NY 10453",No,No,No
09X231,Eagle Academy for Young Men,Secondary School,Bronx,"4143 Third Avenue, Bronx, NY 10457",No,No,No
09X232,I.S. 232,Junior High-Intermediate-Middle,Bronx,"1700 MACOMBS ROAD, BRONX, NY 10453",No,No,No
09X236,P.S. 236 Langston Hughes,Elementary,Bronx,"1871 WALTON AVENUE, BRONX, NY 10453",No,No,No
09X241,"Urban Assembly School for Applied Math and Science, The",Secondary School,Bronx,"1595 BATHGATE AVENUE, BRONX, NY 10457",No,No,No
09X250,Eximius College Preparatory Academy: A College Board School,High school,Bronx,"1363 FULTON AVENUE, BRONX, NY 10456",No,No,No
09X252,Mott Hall Bronx High School,High school,Bronx,"1595 BATHGATE AVENUE, BRONX, NY 10457",No,No,No
09X260,Bronx Center for Science and Mathematics,High school,Bronx,"1363 FULTON AVENUE, BRONX, NY 10456",No,No,No
09X263,Validus Preparatory Academy,High school,Bronx,"1595 BATHGATE AVENUE, BRONX, NY 10457",No,No,No
09X294,The Walton Avenue School,Elementary,Bronx,"1425 WALTON AVENUE, BRONX, NY 10452",No,No,No
09X297,Morris Academy for Collaborative Studies,High school,Bronx,"1110 BOSTON ROAD, BRONX, NY 10456",No,No,No
09X303,I.S. X303 Leadership & Community Service,Junior High-Intermediate-Middle,Bronx,"1700 MACOMBS ROAD, BRONX, NY 10453",No,No,No
09X311,Lucero Elementary School,Elementary,Bronx,"1425 WALTON AVENUE, BRONX, NY 10452",No,No,No
09X313,I.S. 313 School of Leadership Development,Junior High-Intermediate-Middle,Bronx,"1600 WEBSTER AVENUE, BRONX, NY 10457",No,No,No
09X323,Bronx Writing Academy,Junior High-Intermediate-Middle,Bronx,"270 EAST 167 STREET, BRONX, NY 10456",No,No,No
09X324,Bronx Early College Academy for Teaching & Learning,Secondary School,Bronx,"250 EAST 164 STREET, BRONX, NY 10456",No,No,No
09X327,Comprehensive Model School Project M.S. 327,Secondary School,Bronx,"1501 JEROME AVENUE, BRONX, NY 10452",No,No,No
09X329,DreamYard Preparatory School,High school,Bronx,"240 EAST 172 STREET, BRONX, NY 10457",No,No,No
09X339,I.S. 339,Junior High-Intermediate-Middle,Bronx,"1600 WEBSTER AVENUE, BRONX, NY 10457",No,No,No
09X350,New Directions Secondary School,High school,Bronx,"240 EAST 172 STREET, BRONX, NY 10457",No,No,No
09X361,The Highbridge Green School,Junior High-Intermediate-Middle,Bronx,"200 West 167 Street, Bronx, NY 10452",No,No,No
09X365,Academy for Language and Technology,High school,Bronx,"1700 MACOMBS ROAD, BRONX, NY 10453",No,No,No
09X403,Bronx International High School,High school,Bronx,"1110 BOSTON ROAD, BRONX, NY 10456",No,No,No
09X412,Bronx High School of Business,High school,Bronx,"240 EAST 172 STREET, BRONX, NY 10457",No,No,No
09X413,Bronx High School for Medical Science,Secondary School,Bronx,"240 EAST 172 STREET, BRONX, NY 10457",No,No,No
09X443,The Family School,Elementary,Bronx,"1116 SHERIDAN AVENUE, BRONX, NY 10456",No,No,No
09X454,Science and Technology Academy: A Mott Hall School,Junior High-Intermediate-Middle,Bronx,"250 EAST 164 STREET, BRONX, NY 10456",No,No,No
09X457,Sheridan Academy for Young Leaders,Elementary,Bronx,"1116 SHERIDAN AVENUE, BRONX, NY 10456",No,No,No
09X505,"Bronx School for Law, Government and Justice",Secondary School,Bronx,"244 EAST 163 STREET, BRONX, NY 10451",No,No,No
09X517,Frederick Douglass Academy III Secondary School,High school,Bronx,"3630 Third Avenue, Bronx, NY 10456",No,No,No
09X525,Bronx Leadership Academy High School,High school,Bronx,"1710 Webster Avenue, Bronx, NY 10457",No,No,No
09X543,High School for Violin and Dance,High school,Bronx,"1110 BOSTON ROAD, BRONX, NY 10456",No,No,No
09X555,Mount Eden Children's Academy,Elementary,Bronx,"1501 JEROME AVENUE, BRONX, NY 10452",No,No,No
09X564,Claremont International HS,High school,Bronx,"240 EAST 172 STREET, BRONX, NY 10457",No,No,No
09X568,Young Women's Leadership School of the Bronx,Secondary School,Bronx,"1865 MORRIS AVENUE, BRONX, NY 10453",No,No,No
09X582,Garden of Learning and Discovery Pre-K Center,District Pre-K Center,Bronx,"1434 OGDEN AVENUE, BRONX, NY 10452",No,No,No
09X593,South Bronx International Middle School,Junior High-Intermediate-Middle,Bronx,"1000 TELLER AVENUE, BRONX, NY 10456",No,No,No
09X594,New Pathways Academy,Junior High-Intermediate-Middle,Bronx,"1000 TELLER AVENUE, BRONX, NY 10456",No,No,No
09X644,Bronx Debate Academy,Junior High-Intermediate-Middle,Bronx,"1302 Edward L Grant Highway, Bronx, NY 10452",No,No,No
10X003,P.S. 3 Raul Julia Micro Society,K-8,Bronx,"2100 LAFONTAINE AVENUE, BRONX, NY 10457",No,No,No
10X009,P.S. 9 Ryer Avenue Elementary School,Elementary,Bronx,"230 EAST 183 STREET, BRONX, NY 10458",No,No,No
10X015,P.S. X015 Institute for Environmental Learning,K-8,Bronx,"2195 ANDREWS AVENUE, BRONX, NY 10453",No,No,No
10X051,The Bronx STEM and Arts Academy,Elementary,Bronx,"695 East 182 Street, Bronx, NY 10457",No,No,No
10X159,P.S. 159 Luis Munoz Marin Biling,Elementary,Bronx,"2315 WASHINGTON AVENUE, BRONX, NY 10458",No,No,No
10X209,P.S. 209,Early Childhood,Bronx,"313 East 183 Street, Bronx, NY 10458",No,No,No
10X213,Bronx Engineering and Technology Academy,High school,Bronx,"99 TERRACE VIEW AVENUE, BRONX, NY 10463",No,No,No
10X225,Theatre Arts Production Company School,Secondary School,Bronx,"2225 Webster Avenue, Bronx, NY 10457",No,No,No
10X228,Jonas Bronck Academy,Secondary School,Bronx,"400 EAST FORDHAM ROAD, BRONX, NY 10458",No,No,No
10X237,"The Marie Curie High School for Medicine, Nursing, and Health Professions",High school,Bronx,"120 WEST 231 STREET, BRONX, NY 10463",No,No,No
10X243,West Bronx Academy for the Future,Secondary School,Bronx,"500 EAST FORDHAM ROAD, BRONX, NY 10458",No,No,No
10X264,Bronx Academy for Software Engineering (BASE),High school,Bronx,"2474 CROTONA AVENUE, BRONX, NY 10458",No,No,No
10X268,Kingsbridge International High School,High school,Bronx,"2780 RESERVOIR AVENUE, BRONX, NY 10468",No,No,No
10X284,Bronx School of Law and Finance,High school,Bronx,"99 TERRACE VIEW AVENUE, BRONX, NY 10463",No,No,No
10X308,Bronx Dance Academy School,Junior High-Intermediate-Middle,Bronx,"3617 BAINBRIDGE AVENUE, BRONX, NY 10467",No,No,No
10X315,P.S. 315 Lab School,K-8,Bronx,"2865 CLAFLIN AVENUE, BRONX, NY 10468",No,No,No
10X319,Providing Urban Learners Success In Education High School,High school,Bronx,"560 East 179 Street, Bronx, NY 10457",No,No,No
10X342,International School for Liberal Arts,Secondary School,Bronx,"2780 RESERVOIR AVENUE, BRONX, NY 10468",No,No,No
10X344,Ampark Neighborhood,Elementary,Bronx,"3961 HILLMAN AVENUE, BRONX, NY 10463",No,No,No
10X351,Bronx Collaborative High School,High school,Bronx,"100 WEST MOSHOLU PARKWAY SOUTH, BRONX, NY 10468",No,No,No
10X353,World View High School,High school,Bronx,"100 WEST MOSHOLU PARKWAY SOUTH, BRONX, NY 10468",No,No,No
10X363,Academy For Personal Leadership And Excellence,K-8,Bronx,"120 EAST 184 STREET, BRONX, NY 10468",No,No,No
10X374,Knowledge and Power Preparatory Academy International High School (Kappa),High school,Bronx,"500 EAST FORDHAM ROAD, BRONX, NY 10458",No,No,No
10X386,School for Environmental Citizenship,Elementary,Bronx,"125 EAST 181 STREET, BRONX, NY 10453",No,No,No
10X397,English Language Learners and International Support Preparatory Academy (ELLIS),High school,Bronx,"99 TERRACE VIEW AVENUE, BRONX, NY 10463",No,No,No
10X433,High School for Teaching and the Professions,High school,Bronx,"2780 RESERVOIR AVENUE, BRONX, NY 10468",No,No,No
10X434,Belmont Preparatory High School,High school,Bronx,"500 EAST FORDHAM ROAD, BRONX, NY 10458",No,No,No
10X437,Fordham High School for the Arts,High school,Bronx,"500 EAST FORDHAM ROAD, BRONX, NY 10458",No,No,No
10X438,Fordham Leadership Academy,High school,Bronx,"500 EAST FORDHAM ROAD, BRONX, NY 10458",No,No,No
10X439,Bronx High School for Law and Community Service,High school,Bronx,"500 EAST FORDHAM ROAD, BRONX, NY 10458",No,No,No
10X440,DeWitt Clinton High School,High school,Bronx,"100 WEST MOSHOLU PARKWAY SOUTH, BRONX, NY 10468",No,No,No
10X442,"Celia Cruz Bronx High School of Music, The",High school,Bronx,"2780 RESERVOIR AVENUE, BRONX, NY 10468",No,No,No
10X445,The Bronx High School of Science,High school,Bronx,"75 WEST 205 STREET, BRONX, NY 10468",No,No,No
10X447,Creston Academy,Junior High-Intermediate-Middle,Bronx,"125 EAST 181 STREET, BRONX, NY 10453",No,No,No
10X477,Marble Hill High School for International Studies,High school,Bronx,"99 TERRACE VIEW AVENUE, BRONX, NY 10463",No,No,No
10X524,Crotona International High School,High school,Bronx,"2474 CROTONA AVENUE, BRONX, NY 10458",No,No,No
10X535,Rose Hill Early Childhood Academies,District Pre-K Center,Bronx,"2512 Marion Avenue, Bronx, NY 10458",No,No,No
10X546,Bronx Theatre High School,High school,Bronx,"99 TERRACE VIEW AVENUE, BRONX, NY 10463",No,No,No
10X549,Discovery High School,High school,Bronx,"2780 RESERVOIR AVENUE, BRONX, NY 10468",No,No,No
10X565,High School for Energy and Technology,High school,Bronx,"2474 CROTONA AVENUE, BRONX, NY 10458",No,No,No
10X696,High School of American Studies at Lehman College,High school,Bronx,"2925 Goulden Avenue, Bronx, NY 10468",No,No,No
11X144,J.H.S. 144 Michelangelo,Junior High-Intermediate-Middle,Bronx,"2545 GUNTHER AVENUE, BRONX, NY 10469",No,No,No
11X249,Bronx Health Sciences High School,High school,Bronx,"750 BAYCHESTER AVENUE, BRONX, NY 10475",No,No,No
11X265,Bronx Lab School,High school,Bronx,"800 EAST GUN HILL ROAD, BRONX, NY 10467",No,No,No
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,High school,Bronx,"921 East 228 Street, Bronx, NY 10466",No,No,No
11X275,High School of Computers and Technology,High school,Bronx,"800 EAST GUN HILL ROAD, BRONX, NY 10467",No,No,No
11X288,Collegiate Institute for Math and Science,High school,Bronx,"925 ASTOR AVENUE, BRONX, NY 10469",No,No,No
11X290,Bronx Academy of Health Careers,High school,Bronx,"800 EAST GUN HILL ROAD, BRONX, NY 10467",No,No,No
11X299,Astor Collegiate Academy,High school,Bronx,"925 ASTOR AVENUE, BRONX, NY 10469",No,No,No
11X326,Bronx Green Middle School,Junior High-Intermediate-Middle,Bronx,"2441 WALLACE AVENUE, BRONX, NY 10467",No,No,No
11X355,Bronx Alliance Middle School,Junior High-Intermediate-Middle,Bronx,"3750 BAYCHESTER AVENUE, BRONX, NY 10466",No,No,No
11X370,Leaders of Tomorrow,Junior High-Intermediate-Middle,Bronx,"3710 BARNES AVENUE, BRONX, NY 10467",No,No,No
11X418,Bronx High School for the Visual Arts,High school,Bronx,"2040 ANTIN PL, BRONX, NY 10462",No,No,No
11X462,Cornerstone Academy for Social Action Middle School (CASA),Junior High-Intermediate-Middle,Bronx,"3441 STEENWICK AVENUE, BRONX, NY 10475",No,No,No
11X468,Pelham Academy of Academics and Community Engagement,Junior High-Intermediate-Middle,Bronx,"2441 WALLACE AVENUE, BRONX, NY 10467",No,No,No
11X481,The STEAM Bridge School,Elementary,Bronx,"1684 WHITE PLAINS ROAD, BRONX, NY 10462",No,No,No
11X498,P.S./M.S. 11X498 - Van Nest Academy,K-8,Bronx,"1640 BRONXDALE AVE, BRONX, NY 10462",No,No,No
11X508,Bronxdale High School,High school,Bronx,"925 ASTOR AVENUE, BRONX, NY 10469",No,No,No
11X509,High School of Language and Innovation,High school,Bronx,"925 ASTOR AVENUE, BRONX, NY 10469",No,No,No
11X513,New World High School,High school,Bronx,"921 East 228 Street, Bronx, NY 10466",No,No,No
11X514,The Bronxwood Preparatory Academy,High school,Bronx,"921 East 228 Street, Bronx, NY 10466",No,No,No
11X529,One World Middle School at Edenwald,Junior High-Intermediate-Middle,Bronx,"3750 BAYCHESTER AVENUE, BRONX, NY 10466",No,No,No
11X532,Baychester Middle School,Junior High-Intermediate-Middle,Bronx,"3750 BAYCHESTER AVENUE, BRONX, NY 10466",No,No,No
11X542,Pelham Preparatory Academy,High school,Bronx,"925 ASTOR AVENUE, BRONX, NY 10469",No,No,No
11X544,High School for Contemporary Arts,High school,Bronx,"800 EAST GUN HILL ROAD, BRONX, NY 10467",No,No,No
11X545,Bronx Aerospace High School,High school,Bronx,"800 EAST GUN HILL ROAD, BRONX, NY 10467",No,No,No
11X556,Bronx Park Middle School,Junior High-Intermediate-Middle,Bronx,"2441 WALLACE AVENUE, BRONX, NY 10467",No,No,No
11X566,Pelham Gardens Middle School,Junior High-Intermediate-Middle,Bronx,"2545 GUNTHER AVENUE, BRONX, NY 10469",No,No,No
12X129,M.S. 129 Academy for Independent Learning and Leadership,Junior High-Intermediate-Middle,Bronx,"2055 Mapes Avenue, Bronx, NY 10460",No,No,No
12X190,E.S.M.T- I.S. 190,Junior High-Intermediate-Middle,Bronx,"1550 CROTONA PARK EAST, BRONX, NY 10460",No,No,No
12X195,P.S. 195,Elementary,Bronx,"1260 Ward Avenue, Bronx, NY 10472",No,No,No
12X196,P.S. 196,Elementary,Bronx,"1260 Ward Avenue, Bronx, NY 10472",No,No,No
12X211,P.S. 211,Elementary,Bronx,"1919 PROSPECT AVENUE, BRONX, NY 10457",No,No,No
12X214,P.S. 214,K-8,Bronx,"1970 WEST FARMS ROAD, BRONX, NY 10460",No,No,No
12X217,School of Performing Arts,Junior High-Intermediate-Middle,Bronx,"977 FOX STREET, BRONX, NY 10459",No,No,No
12X242,Mott Hall V,Secondary School,Bronx,"1551 East 172 Street, Bronx, NY 10472",No,No,No
12X248,"Metropolitan High School, The",High school,Bronx,"1180 Rev. J.a. Polite Avenue, Bronx, NY 10459",No,No,No
12X251,Explorations Academy H.S.,High school,Bronx,"1619 BOSTON ROAD, BRONX, NY 10460",No,No,No
12X267,Bronx Latin,Secondary School,Bronx,"800 HOME STREET, BRONX, NY 10456",No,No,No
12X271,East Bronx Academy for the Future,Secondary School,Bronx,"1716 SOUTHERN BOULEVARD, BRONX, NY 10460",No,No,No
12X273,Frederick Douglass Academy V. Middle School,Junior High-Intermediate-Middle,Bronx,"2111 CROTONA AVENUE, BRONX, NY 10457",No,No,No
12X286,Fannie Lou Hamer Middle School,Junior High-Intermediate-Middle,Bronx,"1001 JENNINGS STREET, BRONX, NY 10460",No,No,No
12X316,Kappa III,Junior High-Intermediate-Middle,Bronx,"2055 Mapes Avenue, Bronx, NY 10460",No,No,No
12X318,"I.S. X318 Math, Science & Technology Through Arts",Junior High-Intermediate-Middle,Bronx,"1919 PROSPECT AVENUE, BRONX, NY 10457",No,No,No
12X341,Accion Academy,Junior High-Intermediate-Middle,Bronx,"977 FOX STREET, BRONX, NY 10459",No,No,No
12X383,Emolior Academy,Junior High-Intermediate-Middle,Bronx,"1970 WEST FARMS ROAD, BRONX, NY 10460",No,No,No
12X388,Pan American International High School at Monroe,High school,Bronx,"1300 BOYNTON AVENUE, BRONX, NY 10472",No,No,No
12X446,Arturo A. Schomburg Satellite Academy Bronx,High school,Bronx,"1010 REV. J. A. POLITE AVENUE, BRONX, NY 10459",No,No,No
12X458,Samara Community School,Elementary,Bronx,"1570 Boone Avenue, Bronx, NY 10460",No,No,No
12X478,The Cinema School,High school,Bronx,"1551 East 172 Street, Bronx, NY 10472",No,No,No
12X479,Bronx Career and College Preparatory High School,High school,Bronx,"800 HOME STREET, BRONX, NY 10456",No,No,No
12X480,Bronx Regional High School,High school,Bronx,"1010 REV. J. A. POLITE AVENUE, BRONX, NY 10459",No,No,No
12X511,Bronx Envision Academy,High school,Bronx,"1619 BOSTON ROAD, BRONX, NY 10460",No,No,No
12X521,The Metropolitan Soundview High School,High school,Bronx,"1300 BOYNTON AVENUE, BRONX, NY 10472",No,No,No
12X531,Archer Elementary School,Elementary,Bronx,"1827 ARCHER STREET, BRONX, NY 10460",No,No,No
12X536,P.S. 536,Elementary,Bronx,"1827 ARCHER STREET, BRONX, NY 10460",No,No,No
12X550,High School of World Cultures,High school,Bronx,"1300 BOYNTON AVENUE, BRONX, NY 10472",No,No,No
12X626,Cultivating Hearts and Minds Pre-K Center,District Pre-K Center,Bronx,"1946 Boston Road, Bronx, NY 10460",No,No,No
12X641,Bard High School Early College Bronx,High school,Bronx,"1619 BOSTON ROAD, BRONX, NY 10460",No,No,No
12X682,Fannie Lou Hamer Freedom High School,High school,Bronx,"1021 Jennings Street, Bronx, NY 10460",No,No,No
12X684,Wings Academy,High school,Bronx,"1122 East 180 Street, Bronx, NY 10460",No,No,No
12X691,Bronx Little School,Elementary,Bronx,"1827 ARCHER STREET, BRONX, NY 10460",No,No,No
13K113,M.S. 113 Ronald Edmonds Learning Center,Junior High-Intermediate-Middle,Brooklyn,"300 ADELPHI STREET, BROOKLYN, NY 11205",No,No,No
13K133,P.S. 133 William A. Butler,Elementary,Brooklyn,"610 Baltic Street, Brooklyn, NY 11217",No,No,No
13K265,Dr. Susan S. McKinney Secondary School of the Arts,High school,Brooklyn,"101 PARK AVENUE, BROOKLYN, NY 11205",No,No,No
13K266,M.S. K266 - Park Place Community Middle School,Junior High-Intermediate-Middle,Brooklyn,"62 PARK PLACE, BROOKLYN, NY 11217",No,No,No
13K301,Restoration Academy,Junior High-Intermediate-Middle,Brooklyn,"31 NEW YORK AVENUE, BROOKLYN, NY 11216",No,No,No
13K313,Dock Street School for STEAM Studies,Junior High-Intermediate-Middle,Brooklyn,"19 DOCK STREET, BROOKLYN, NY 11201",No,No,No
13K350,Creators Academy,High school,Brooklyn,"49 FLATBUSH AVENUE EXTENSION, BROOKLYN, NY 11201",No,No,No
13K351,The Urban Assembly Unison School,Junior High-Intermediate-Middle,Brooklyn,"170 GATES AVENUE, BROOKLYN, NY 11238",No,No,No
13K412,Brooklyn Community Arts & Media High School (BCAM),High school,Brooklyn,"300 WILLOUGHBY AVENUE, BROOKLYN, NY 11205",No,No,No
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",High school,Brooklyn,"49 FLATBUSH AVENUE EXTENSION, BROOKLYN, NY 11201",No,No,No
13K430,Brooklyn Technical High School,High school,Brooklyn,"29 FT GREENE PLACE, BROOKLYN, NY 11217",No,No,No
13K439,Brooklyn International High School,High school,Brooklyn,"49 FLATBUSH AVENUE EXTENSION, BROOKLYN, NY 11201",No,No,No
13K482,Albee Square Montessori Public School,Elementary,Brooklyn,"424 Albee Square West, Brooklyn, NY 11201",No,No,No
13K483,The Urban Assembly School for Law and Justice,High school,Brooklyn,"283 ADAMS STREET, BROOKLYN, NY 11201",No,No,No
13K492,Academy of Arts and Letters,K-8,Brooklyn,"344 MONROE STREET, BROOKLYN, NY 11216",No,No,No
13K527,Urban Assembly Institute of Math and Science for Young Women,Secondary School,Brooklyn,"283 ADAMS STREET, BROOKLYN, NY 11201",No,No,No
13K553,Brooklyn Academy High School,High school,Brooklyn,"832 MARCY AVENUE, BROOKLYN, NY 11216",No,No,No
13K594,Gotham Professional Arts Academy,High school,Brooklyn,"561 GRAND AVENUE, BROOKLYN, NY 11238",No,No,No
13K595,Bedford Academy High School,High school,Brooklyn,"1119 BEDFORD AVENUE, BROOKLYN, NY 11216",No,No,No
13K605,George Westinghouse Career and Technical Education High School,High school,Brooklyn,"105 TECH PLACE, BROOKLYN, NY 11201",No,No,No
13K616,Brooklyn High School for Leadership and Community Service,High school,Brooklyn,"300 WILLOUGHBY AVENUE, BROOKLYN, NY 11205",No,No,No
13K670,Benjamin Banneker Academy,High school,Brooklyn,"71-77 Clinton Avenue, Brooklyn, NY 11205",No,No,No
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",High school,Brooklyn,"105 TECH PLACE, BROOKLYN, NY 11201",No,No,No
13K691,Fort Greene Preparatory Academy,Junior High-Intermediate-Middle,Brooklyn,"100 CLERMONT AVENUE, BROOKLYN, NY 11205",No,No,No
13K869,District 13 PRE-K Center,District Pre-K Center,Brooklyn,"25 DOCK STREET, BROOKLYN, NY 11201",No,No,No
13K915,Bridges: A School for Exploration and Equity,Junior High-Intermediate-Middle,Brooklyn,"29 6 Avenue, Brooklyn, NY 11217",No,No,No
13K963,Design Works High School,High school,Brooklyn,"29 6 Avenue, Brooklyn, NY 11217",No,No,No
14K050,J.H.S. 050 John D. Wells,Junior High-Intermediate-Middle,Brooklyn,"183 South 3 Street, Brooklyn, NY 11211",No,No,No
14K071,Juan Morel Campos Secondary School,Secondary School,Brooklyn,"215 Heyward Street, Brooklyn, NY 11206",No,No,No
14K126,John Ericsson Middle School 126,Junior High-Intermediate-Middle,Brooklyn,"424 LEONARD STREET, BROOKLYN, NY 11222",No,No,No
14K318,I.S. 318 Eugenio Maria De Hostos,Junior High-Intermediate-Middle,Brooklyn,"101 WALTON STREET, BROOKLYN, NY 11206",No,No,No
14K319,P.S. 319,Early Childhood,Brooklyn,"360 KEAP STREET, BROOKLYN, NY 11211",No,No,No
14K414,Brooklyn Arbor Elementary School,Elementary,Brooklyn,"325 SOUTH 3 STREET, BROOKLYN, NY 11211",No,No,No
14K449,"Brooklyn Latin School, The",High school,Brooklyn,"223 Graham Avenue, Brooklyn, NY 11206",No,No,No
14K454,The Williamsburg High School of Art and Technology,High school,Brooklyn,"223 Graham Avenue, Brooklyn, NY 11206",No,No,No
14K474,PROGRESS High School for Professional Careers,High school,Brooklyn,"850 Grand Street, Brooklyn, NY 11211",No,No,No
14K477,East Williamsburg Scholars Academy,High school,Brooklyn,"850 Grand Street, Brooklyn, NY 11211",No,No,No
14K478,"The High School for Enterprise, Business and Technology",High school,Brooklyn,"850 Grand Street, Brooklyn, NY 11211",No,No,No
14K488,Brooklyn Preparatory High School,High school,Brooklyn,"257 NORTH 6 STREET, BROOKLYN, NY 11211",No,No,No
14K558,Williamsburg High School for Architecture and Design,High school,Brooklyn,"257 NORTH 6 STREET, BROOKLYN, NY 11211",No,No,No
14K561,Williamsburg Preparatory School,High school,Brooklyn,"257 NORTH 6 STREET, BROOKLYN, NY 11211",No,No,No
14K577,Conselyea Preparatory School,Junior High-Intermediate-Middle,Brooklyn,"208 NORTH 5 STREET, BROOKLYN, NY 11211",No,No,No
