School Name,State Rank,Total Schools
Finn Academy: An Elmira Charter School,1613,2445
School 23-Francis Parker,1614,2445
Temple Hill School,1615,2445
Family Life Academy Charter School,1616,2445
Parliament Place School,1617,2445
William C Munn School,1618,2445
Maryvale Intermediate School,1619,2445
Ps 346 Abe Stark,1620,2445
Grundy Avenue School,1621,2445
Brooklyn Scholars Charter School,1622,2445
Twin Pines Elementary School,1623,2445
Fork Lane School,1624,2445
Dryden Elementary School,1625,2445
Brilla College Preparatory Charter School,1626,2445
Ps 56 Norwood Heights,1627,2445
Ps 99 Isaac Asimov,1628,2445
Jackson Heights School,1629,2445
Rochester Prep Charter School 2,1630,2445
Achievement First Linden Charter School,1631,2445
Ps 21 Philip H Sheridan,1632,2445
Paul Road School,1633,2445
Amber Charter School East Harlem,1634,2445
Ps 214 Michael Friedsam,1635,2445
Ps 156 Waverly,1636,2445
Park Avenue School,1637,2445
Edward R Andrews Elementary School,1638,2445
Ps 178 Saint Clair McKelway,1639,2445
Brookside Elementary School Campus,1640,2445
Ps 91 Albany Avenue School (The),1641,2445
Ps 36 Margaret Douglas,1642,2445
Charles B Warring Elementary School,1643,2445
Ps 14,1644,2445
Hastings Mallory Elementary School,1645,2445
Sherburne-Earlville Elementary School,1646,2445
Royalton-Hartland Elementary School,1647,2445
Port Richmond School For Visionary Learning,1648,2445
Lorraine Elementary School,1649,2445
Bellaire School (The),1650,2445
Buffalo Academy Of Science Charter School,1651,2445
Pulaski Elementary School,1652,2445
King Street School,1653,2445
Willow Grove Elementary School,1654,2445
New York City Academy For Discovery,1655,2445
Indian Lake Central School,1656,2445
C E Walters School,1657,2445
Roosevelt Children's Academy Charter School,1658,2445
Thomas A Edison School,1659,2445
Ps 146 Edward Collins,1660,2445
Crown Point Central School,1661,2445
Democracy Prep Endurance Charter School,1662,2445
Ps 93 Albert G Oliver,1663,2445
George F Johnson Elementary School,1664,2445
Ps 3 Bedford Village (The),1665,2445
Stagecoach School,1666,2445
Harding Avenue School,1667,2445
Homer Intermediate School,1668,2445
Bay Elementary School,1669,2445
Ps 76 William Hallet,1670,2445
Edward J Arthur Elementary School,1671,2445
Sound Beach School,1672,2445
School In The Square Public Charter School,1673,2445
Lakeshore Road Elementary School,1674,2445
Ronald L Sodoma Elementary School,1675,2445
Francis X Hegarty Elementary School,1676,2445
Herman Avenue Elementary School,1677,2445
Palmyra-Macedon Intermediate School,1678,2445
Ps 28 Wright Brothers,1679,2445
Ps 158 Warwick,1680,2445
Ps 146 Ann M Short,1681,2445
Newfield Elementary School,1682,2445
Hoosic Valley Elementary School,1683,2445
Ps 315,1684,2445
Ps 137 Rachel Jean Mitchell,1685,2445
Ps 375 Jackie Robinson School,1686,2445
Jefferson Central School,1687,2445
D B Bunce Elementary School,1688,2445
Ps 250 George H Lindsay,1689,2445
Avoca Central School,1690,2445
Ps 110,1691,2445
Glenham School,1692,2445
Democracy Prep Harlem Charter School,1693,2445
River Elementary School,1694,2445
Solvay Elementary School,1695,2445
Hudson Falls Intermediate School,1696,2445
Rochester Prep Charter School 3,1697,2445
Ps 178 Dr Selman Waksman,1698,2445
Ps 138 Samuel Randall,1699,2445
Sullivan West Elementary School,1700,2445
Deruyter Elementary School,1701,2445
Williamson Elementary School,1702,2445
Ps 61 Arthur O Eve School Of Distinction,1703,2445
Chippewa Elementary School,1704,2445
Ps 203 Floyd Bennett School,1705,2445
Ps 22 Graniteville,1706,2445
East Elmhurst Community School,1707,2445
Watkins Glen Elementary School,1708,2445
Ps 199 Maurice A FitzGerald,1709,2445
Ridge Elementary School,1710,2445
Montessori School 31,1711,2445
Commack Road Elementary School,1712,2445
South Country School,1713,2445
Brookfield Central School,1714,2445
Ps 182,1715,2445
Ps 345 Patrolman Robert Bolden,1716,2445
Ps 44 David C Farragut,1717,2445
School 16,1718,2445
Ps 236 Langston Hughes,1719,2445
Thomas S O'Brien Academy Of Science & Technology,1720,2445
Norwood-Norfolk Elementary School,1721,2445
Olean Intermediate-Middle School,1722,2445
School 23,1723,2445
Sharon Springs Central School,1724,2445
Ps 72 Dr William Dorney,1725,2445
Marion G Vedder Elementary School,1726,2445
Willsboro Central School,1727,2445
Ps 202 Ernest S Jenkyns,1728,2445
John F Kennedy Elementary School,1729,2445
Liverpool Elementary School,1730,2445
Albany Elementary School,1731,2445
Ps 120 Carlos Tapia,1732,2445
South Buffalo Charter School,1733,2445
Harrisville Elementary School,1734,2445
Cherry Lane Elementary School,1735,2445
Claremont School,1736,2445
Ps 145 Bloomingdale School (The),1737,2445
School 19-Dr Charles T Lunsford,1738,2445
Lynwood Avenue School,1739,2445
Red Hook Neighborhood School,1740,2445
Locke School Of Arts And Engineering (The),1741,2445
Geneseo Elementary School,1742,2445
Gregory Jocko Jackson-Sports-Arts,1743,2445
Hiawatha School,1744,2445
Pioneer Academy,1745,2445
Fort Edward School,1746,2445
Bglig-Shirley Rodriguez-Remeneski Charter School,1747,2445
Thomas Cornell Academy,1748,2445
Frankfort-Schuyler Elementary School,1749,2445
Ps/Is 116 William C Hughley,1750,2445
Attica Elementary School,1751,2445
Joseph B Radez Elementary School,1752,2445
Norwood Avenue School,1753,2445
Ps/Middle School 194,1754,2445
Marguerite L Mulvey School,1755,2445
Cumberland Head Elementary School,1756,2445
Andes Central School,1757,2445
Trinity Elementary School,1758,2445
A J Schmidt Elementary School,1759,2445
Ps 152 Dyckman Valley,1760,2445
Millard Hawk Elementary School,1761,2445
La Fayette School,1762,2445
Family School 32,1763,2445
Ps 92 Harry T Stewart Senior,1764,2445
Central Park East II,1765,2445
W F Prior Elementary School,1766,2445
Gilbertsville-Mount Upton Elementary School,1767,2445
Arcade Elementary School,1768,2445
Leighton Elementary School,1769,2445
Canaan Elementary School,1770,2445
Ps 506 School Of Journalism And Technology (The),1771,2445
Circleville Elementary School,1772,2445
Riverside Elementary School,1773,2445
Herbert Hoover Elementary School,1774,2445
General Herkimer Elementary School,1775,2445
Seventy Ninth Street School,1776,2445
Michael A Maroun Elementary School,1777,2445
Pieter B Coeymans School,1778,2445
Violet Avenue School,1779,2445
Stem Institute Of Manhattan,1780,2445
Hammond Central School,1781,2445
Robert C Dodson School,1782,2445
Francis J O'Neill School,1783,2445
Dana L Lyon Middle School,1784,2445
North Broad Street School,1785,2445
Townsend Elementary School,1786,2445
Belmont Elementary School,1787,2445
Ps 119 Amersfort,1788,2445
Ps 225 Eileen E Zaglin (The),1789,2445
Roessleville School,1790,2445
North Tonawanda Intermediate School,1791,2445
Northern Parkway Elementary School,1792,2445
Pine Valley Elementary School,1793,2445
Ps 89 Jose Peralta School Of Dreamers (The),1794,2445
Prattsburgh Central School,1795,2445
Millard Fillmore Elementary School,1796,2445
Minerva Central School,1797,2445
Ps 310 Marble Hill,1798,2445
Ps 194 Raoul Wallenberg,1799,2445
W A Olmsted Elementary School,1800,2445
Clifford Wise Intermediate School,1801,2445
School 17,1802,2445
Beverly J Martin Elementary School,1803,2445
Ps 377 Alejandrina B De Gautier,1804,2445
William H Seward Elementary School,1805,2445
Nokomis School,1806,2445
Ps 280 Home Of The Lionhearts,1807,2445
Ps 16 Leonard Dunkly,1808,2445
Fort Hill Collaborative Elementary School,1809,2445
Susan E Wiley School,1810,2445
Ps 68 Cambridge,1811,2445
Winfield Street Elementary School,1812,2445
Anthony Alfano Elementary School,1813,2445
Manetuck Elementary School,1814,2445
William B Tecler Arts In Education,1815,2445
Delevan Elementary School,1816,2445
Ps 104 Bays Water (The),1817,2445
Harlem Prep Charter School,1818,2445
Syracuse Academy Of Science Charter School,1819,2445
Abraham Wing School,1820,2445
Landing School,1821,2445
Family Life Academy Charter School III,1822,2445
Explore Exceed Charter School,1823,2445
Afton Elementary School,1824,2445
North Coleman Road School,1825,2445
Ps 129 John H Finley,1826,2445
Ps 126 Dr Marjorie H Dunbar,1827,2445
Ps 128 Bensonhurst,1828,2445
Moreau Elementary School,1829,2445
Cynthia Jenkins School,1830,2445
Westminster Community Charter School,1831,2445
Christopher Columbus Elementary School,1832,2445
Cardinal McCloskey Community Charter School,1833,2445
Northern Adirondack Elementary School,1834,2445
Thurgood Marshall Academy Lower School,1835,2445
Ps 81 Jean Paul Richter,1836,2445
Beekmantown Elementary School,1837,2445
Oak Street School,1838,2445
Ps 199 Frederick Wachtel,1839,2445
Warren Street School,1840,2445
Ben Franklin Elementary School,1841,2445
Ps 46 Arthur Tappan,1842,2445
Ps 8 Isaac Varian,1843,2445
Union Pleasant Avenue Elementary School,1844,2445
Oppenheim-Ephratah-St Johnsville Elementary School,1845,2445
Grimes School,1846,2445
Westmoreland Road Elementary School,1847,2445
Southeast Elementary School,1848,2445
Ps 54 Detective Rafael Ramos,1849,2445
Ellis B Hyde Elementary School,1850,2445
Calvin Coolidge School,1851,2445
Chateaugay Elementary School,1852,2445
Broadway Elementary School,1853,2445
York Central Elementary School,1854,2445
Ps 154 Harriet Tubman,1855,2445
Ps 179,1856,2445
Colonial Village Elementary School,1857,2445
Owasco Elementary School,1858,2445
Tuscarora Elementary School,1859,2445
Ps 91,1860,2445
Ps 87,1861,2445
Matilda Avenue School (The),1862,2445
Neil Armstrong School,1863,2445
Ps 46 Albert V Maniscalco,1864,2445
Ps/Middle School 31 William Lloyd Garrison (The),1865,2445
Elba Elementary School,1866,2445
Hancock Elementary School,1867,2445
Spencer-Van Etten Elementary School,1868,2445
Mount Vernon Leadership Academy,1869,2445
Ps 536,1870,2445
Loretta Park Elementary School,1871,2445
Ps 24,1872,2445
Ps 31 William T Davis,1873,2445
Martin Luther King Junior Elementary School,1874,2445
Leaders In Our Neighborhood Charter School,1875,2445
Harrison Avenue Elementary School,1876,2445
Jamaica Children's School,1877,2445
Ps 63 Star Academy (The),1878,2445
Connolly School,1879,2445
Ps 160 Walt Disney,1880,2445
Washington Rose School,1881,2445
Ps 93 William H Prescott,1882,2445
William A Carter School,1883,2445
Medford Elementary School,1884,2445
Tanglewood Elementary School,1885,2445
Coxsackie Elementary School,1886,2445
Sunset Park Avenues Elementary School,1887,2445
Jericho Elementary School,1888,2445
Hornell Intermediate School,1889,2445
Ralph R Smith School,1890,2445
Ps 148,1891,2445
West Leyden Elementary School,1892,2445
Ps 200 James McCune Smith School (The),1893,2445
Charles E Riley Elementary School,1894,2445
Round Hill Elementary School,1895,2445
Mount Kisco Elementary School,1896,2445
Stokes Elementary School,1897,2445
Allen Road Elementary School,1898,2445
Ps 274 Kosciusko,1899,2445
Andover School,1900,2445
Ps 8 Luis Belliard,1901,2445
Chestnut Hill Elementary School,1902,2445
Harmony Hill School,1903,2445
George Washington School,1904,2445
Ausable Forks Elementary School,1905,2445
Ellenville Elementary School,1906,2445
Elizabeth Cady Stanton Elementary School,1907,2445
Ps 199 Shakespeare School (The),1908,2445
Gardiner Manor School,1909,2445
N A Hamilton Bicentennial School,1910,2445
Ps/Middle School 138 Sunrise,1911,2445
Saint Lawrence Elementary School,1912,2445
Seneca Intermediate School,1913,2445
Storefront Academy Harlem Charter School,1914,2445
Future Leaders Institute Charter School,1915,2445
California Avenue Elementary School,1916,2445
Greenport Elementary School,1917,2445
Laurelton-Pardee Intermediate School,1918,2445
Sidney Elementary School,1919,2445
Andrew T Morrow School,1920,2445
Ps 82 Hammond,1921,2445
Ps 211,1922,2445
Eagle Elementary School,1923,2445
Schoharie Elementary School,1924,2445
Lawrence Elementary School At Broadway Campus,1925,2445
School Of Science &technology,1926,2445
McConnellsville Elementary School,1927,2445
Ps 182 Samantha Smith,1928,2445
Johnsburg Central School,1929,2445
Ps 152 Evergreen,1930,2445
Forest Avenue School,1931,2445
Birchwood Intermediate School,1932,2445
Minisink Valley Intermediate School,1933,2445
Romulus Central School,1934,2445
Ps 239,1935,2445
East Harlem Scholars Academy Charter School,1936,2445
Charles F Johnson Junior Elementary School,1937,2445
Madison Central School,1938,2445
Ps 188 Michael E Berdy,1939,2445
Ps 112 Dutch Kills,1940,2445
Ps 110 Theodore Schoenfeld,1941,2445
Ps 37 Multiple Intelligence School,1942,2445
Abram Lansing School,1943,2445
Candor Elementary School,1944,2445
Park Avenue School,1945,2445
Terryville Road School,1946,2445
Ps 150 Charles James Fox,1947,2445
Ps 107,1948,2445
Ps 157 Grove Hill,1949,2445
Ps 306,1950,2445
Pine Hills Elementary School,1951,2445
T J Connor Elementary School,1952,2445
Ps 69 Journey Prep School,1953,2445
Ps 95 Sheila Mencher,1954,2445
Ps 205 Fiorello Laguardia,1955,2445
Ulysses Byas Elementary School,1956,2445
Ps 142 Amalia Castro,1957,2445
Schroon Lake Central School,1958,2445
Ps 43 Jonas Bronck,1959,2445
Midlakes Elementary School,1960,2445
Presidential Park Elementary School,1961,2445
Margaret W Cuyler Elementary School,1962,2445
John W Lavelle Preparatory Charter School,1963,2445
Hemlock Elementary School,1964,2445
Ps 20 Anna Silver,1965,2445
Ps 140 Eagle School (The),1966,2445
Ps 309 George E Wibecan Preparatory Academy (The),1967,2445
Ps 102 Jacques Cartier,1968,2445
Graham School,1969,2445
Ps 3 Raul Julia Micro Society,1970,2445
Ps 76 A Phillip Randolph,1971,2445
Ps 196 Ten Eyck,1972,2445
Tapestry Charter School,1973,2445
Walton Avenue School (The),1974,2445
Ps 340,1975,2445
Elm Street Elementary School,1976,2445
Ps 197 John B Russwurm,1977,2445
Yates Elementary School,1978,2445
Ps 57 Hubert H Humphrey,1979,2445
Ps 74 Future Leaders Elementary School,1980,2445
Joseph A Edgar Intermediate School,1981,2445
Sheridan Academy For Young Leaders,1982,2445
Ps 42 Claremont,1983,2445
Ps 194 Countee Cullen,1984,2445
Carroll Hill School,1985,2445
Barack Obama Elementary School,1986,2445
Ps 171 Peter G Van Alst,1987,2445
Rondout Valley Intermediate School,1988,2445
William H Barkley Microsociety,1989,2445
Woodrow Wilson School,1990,2445
Mount Morris Elementary School,1991,2445
Owen D Young Central School,1992,2445
Ps 173,1993,2445
Enfield School,1994,2445
Ps 396,1995,2445
Catskill Elementary School,1996,2445
Ps 159 Luis Mumoz Marin Biling,1997,2445
Watson Williams Elementary School,1998,2445
Ps 242 Young Diplomats Magnet Academy (The),1999,2445
Cecil H Parker School,2000,2445
Ps 149 Sojourner Truth,2001,2445
Gardnertown Leadership Academy Elementary School,2002,2445
Utica Academy Of Science Charter School,2003,2445
Sheridan Preparatory Academy,2004,2445
Las Hermanas Mirabal Community School,2005,2445
Greenlawn Elementary School,2006,2445
Norman R Kelley Intermediate School,2007,2445
Cherry Valley-Springfield Central School,2008,2445
John E Joy Elementary School,2009,2445
Mlk Junior High Technical & Computer Magnet School,2010,2445
Harvey C Fenner Elementary School,2011,2445
Ps 124 Silas B Dutcher,2012,2445
Ps/Is 268,2013,2445
Ps 19 Curtis School (The),2014,2445
Ps 11 Thomas Dongan School,2015,2445
Lakeshore Elementary School,2016,2445
Ps 224 Hale A Woodruff,2017,2445
Harry L Edson School,2018,2445
Clinton V Bush Elementary School,2019,2445
Smith Road Elementary School,2020,2445
Union East Elementary School,2021,2445
Thomas Jefferson Elementary School,2022,2445
Ps/Is 384 Frances E Carter,2023,2445
Washington Heights Expeditionary Learning School,2024,2445
Van Rensselaer Elementary School,2025,2445
Ps 5 Port Morris,2026,2445
Ps 181,2027,2445
Helen M Marshall School,2028,2445
Ps 98 Shorac Kappock,2029,2445
Edward Smith K-8 School,2030,2445
Ps/Is 45 Horace E Greene,2031,2445
Ps 78,2032,2445
Harbor Science And Arts Charter School,2033,2445
Norma Adams Clemons Academy,2034,2445
Ps 115 Alexander Humboldt,2035,2445
Big Cross Street School,2036,2445
Ps 53 Basheer Quisim,2037,2445
Cross Hill Academy,2038,2445
Ps 108 Assemblyman Angelo Del Toro Educational Complex,2039,2445
Saint Joseph's Elementary School,2040,2445
Colden Elementary School,2041,2445
Eugene Brooks Intermediate School,2042,2445
Ps 127 Aerospace Science Magnet School,2043,2445
Ps 145 Andrew Jackson,2044,2445
Archer Elementary School,2045,2445
J E Lanigan School,2046,2445
Cornerstone Academy For Social Action,2047,2445
Benjamin Franklin Elementary School,2048,2445
Johnson City Elementary/Intermediate School,2049,2445
Lyons Elementary School,2050,2445
East Harlem Scholars Academy Charter School II,2051,2445
Franklin Central School,2052,2445
Ps 1 Bergen (The),2053,2445
KIPP Technical Valley Charter School,2054,2445
Ps 41 Gun Hill Road,2055,2445
John S Hobart Elementary School,2056,2445
Fairmont Neighborhood School,2057,2445
Ella FitzGerald Academy,2058,2445
Ps 18 Park Terrace,2059,2445
Ps 298 Dr Betty Shabazz,2060,2445
Brooklyn Gardens Elementary School,2061,2445
Bedford Park Elementary School,2062,2445
Watervliet Elementary School,2063,2445
Ps 175 Henry H Garnet,2064,2445
Carlyle C Ring Elementary School,2065,2445
Ps 214,2066,2445
School 22,2067,2445
Herkimer Elementary School,2068,2445
School 15-Children's School Of Rochester (The),2069,2445
Ps 73 Bronx,2070,2445
Dunkirk Intermediate School,2071,2445
Genesee Street Elementary School,2072,2445
Longridge School,2073,2445
George Washington School,2074,2445
Ps 219 Kennedy-King,2075,2445
Ps 123 Suydam,2076,2445
Ps/Is 218 Rafael Hernandez Dual Language Magnet School,2077,2445
Hillcrest School,2078,2445
Winchester-Potters Elementary School,2079,2445
Newark Valley Middle School,2080,2445
Austin Steward Elementary School 46,2081,2445
Ps 15 Patrick F Daly,2082,2445
Warrensburg Elementary School,2083,2445
Elm Tree Elementary School,2084,2445
West Middle Island School,2085,2445
School 52-Frank Fowler Dow,2086,2445
Native American Magnet,2087,2445
Ps 123 Mahalia Jackson,2088,2445
Oxford Academy Primary School,2089,2445
Ps 33 Timothy Dwight,2090,2445
Woodlawn Elementary School,2091,2445
Ps 290 Juan Morel Campos,2092,2445
Rensselaer Park Elementary School,2093,2445
Ps 206 Jose Celso Barbosa,2094,2445
Ps 92 Adrian Hegeman,2095,2445
Paige Elementary School,2096,2445
Palermo Elementary School,2097,2445
Charles A Upson Elementary School,2098,2445
Ps 246 Poe Center,2099,2445
Ps/Middle School 29 Melrose School,2100,2445
John T Waugh Elementary School,2101,2445
Elmwood Village Charter School Hertel,2102,2445
Perry Browne Intermediate School,2103,2445
Ps 196,2104,2445
Ps 256 Benjamin Banneker,2105,2445
Ps 238 Anne Sullivan,2106,2445
Ps 7 Abraham Lincoln,2107,2445
Hawkins Path School,2108,2445
Ps 116 Elizabeth L Farrell,2109,2445
Ps 28 Mount Hope,2110,2445
Edward Williams School,2111,2445
Morrisonville Elementary School,2112,2445
Ps 52,2113,2445
Ps 62 Inocensio Casanova,2114,2445
School 25-Nathaniel Hawthorne,2115,2445
Gov George Clinton School,2116,2445
Ps 58,2117,2445
Arthur P Momot Elementary School,2118,2445
King Center Charter School,2119,2445
Martin Luther King Elementary School,2120,2445
Ps 100 Isaac Clason,2121,2445
Ps 2,2122,2445
Eugene Auer Memorial School,2123,2445
Unadilla Valley Elementary School,2124,2445
Ps 47 John Randolph,2125,2445
Roscoe Conkling Elementary School,2126,2445
Chambers School,2127,2445
North Elementary School,2128,2445
New Haven Elementary School,2129,2445
FitzHugh Park Elementary School,2130,2445
Ps 16 Nancy Debenedittis School (The),2131,2445
Heatly School,2132,2445
Ps 48 PO Michael J Buczek,2133,2445
Ps 27 Hillery Park Academy,2134,2445
Linden Tree Elementary School,2135,2445
John F Hughes Elementary School,2136,2445
Edwards-Knox Elementary School,2137,2445
Ps 251 Paerdegat,2138,2445
Southside Elementary School,2139,2445
Granville Elementary School,2140,2445
New Lane Memorial Elementary School,2141,2445
Balmville School,2142,2445
Howe Elementary School,2143,2445
Knickerbocker School,2144,2445
Ps 105 Senator Abraham Bernstein,2145,2445
Waterfront Elementary School,2146,2445
Truxton Academy Charter School,2147,2445
Ps 272 Curtis Estabrook,2148,2445
Ps 16 John J Driscoll,2149,2445
School 53 Montessori Academy,2150,2445
Liberty Elementary School,2151,2445
Lemoyne Elementary School,2152,2445
Gidney Avenue Memorial School,2153,2445
Ps 5 Ellen Lurie,2154,2445
Ps 69 Houghton Academy,2155,2445
Bridge Preparatory Charter School,2156,2445
Frank P Long Intermediate School,2157,2445
North Rose-Wolcott Elementary School,2158,2445
Enrico Fermi School For The Performing Arts,2159,2445
Lyncourt School,2160,2445
Dalton-Nunda Elementary School,2161,2445
James Weldon Johnson School,2162,2445
Ps 78 Anne Hutchinson,2163,2445
Brighter Choice Community School,2164,2445
Woods Road Elementary School,2165,2445
North Elementary School,2166,2445
Ps/Is 157 Benjamin Franklin Heath And Science Academy (The),2167,2445
Northeast Elementary School,2168,2445
Cesar E Chavez School,2169,2445
Casey Park Elementary School,2170,2445
School 5,2171,2445
Ps/Middle School 42 R Vernam,2172,2445
Granby Elementary School,2173,2445
Randolph Holder School Of Social Justice (The),2174,2445
Joseph C Wilson Foundation Academy,2175,2445
Ps 65 Mother Hale Academy,2176,2445
Ps 150 Christopher,2177,2445
Maple Hill Elementary School,2178,2445
Ps 161 Juan Ponce De Leon School,2179,2445
Ps 191 Paul Robeson,2180,2445
Delaware Community School,2181,2445
Ps 17 Henry D Woodworth,2182,2445
Coram Elementary School,2183,2445
Porter Elementary School,2184,2445
Hendy Avenue School,2185,2445
Buckman Heights Elementary School,2186,2445
East Syracuse Elementary School,2187,2445
Dolgeville Elementary School,2188,2445
Ps 70 Max Schoenfeld,2189,2445
Ps 45 Clarence Witherspoon,2190,2445
Dover Elementary School,2191,2445
Oquenock Elementary School,2192,2445
Ps 140 Nathan Straus,2193,2445
Holbrook Road School,2194,2445
Ps 273 Wortman,2195,2445
Southwest Elementary School,2196,2445
North Street Elementary School,2197,2445
Camden Elementary School,2198,2445
Grant Avenue Elementary School,2199,2445
School 9,2200,2445
Rhodes Academy Of Humanities And The Arts,2201,2445
Ps 161 Pedro Albizu Campos,2202,2445
Durand-Eastman Intermediate School,2203,2445
Montgomery C Smith Elementary School,2204,2445
Ps 67 Charles A Dorsey,2205,2445
Park Avenue School,2206,2445
Ps 86 Irvington (The),2207,2445
Ps 46 Edgar Allan Poe,2208,2445
Ps 134 Hollis,2209,2445
Charles A Mulligan Elementary School,2210,2445
Ps 287 Bailey K Ashford,2211,2445
Ps 85 Great Expectations,2212,2445
Choice Charter School,2213,2445
Dr David And Ruth Anderson Academy- School 16,2214,2445
Ps 81,2215,2445
West Carthage Elementary School,2216,2445
Fe Smith Intermediate School,2217,2445
Ps 23 New Children's School (The),2218,2445
Ps 360,2219,2445
Ps 48 Joseph R Drake,2220,2445
Ps 36 Saint Albans School,2221,2445
Ps 43,2222,2445
Ps 308 Clara Cardwell,2223,2445
Ps 34 Franklin D Roosevelt,2224,2445
Ps 65 Roosevelt Ecc,2225,2445
Maple Avenue School,2226,2445
Ps 134 George F Bristow,2227,2445
Cordello Avenue Elementary School,2228,2445
Hempstead Elementary School,2229,2445
Ps 327 Dr Rose B English,2230,2445
Ps 112 Bronxwood,2231,2445
Goldie Maple Academy,2232,2445
Altmar-Parish-Williamstown Elementary School,2233,2445
Carthage Elementary School,2234,2445
Horizon-On-The-Hudson School,2235,2445
Salmon River Elementary School,2236,2445
Ps 163 Arthur A Schomberg,2237,2445
Gouverneur Elementary School,2238,2445
Middle School 394,2239,2445
S F B Morse Elementary School,2240,2445
Salem Hyde Elementary School,2241,2445
Laurel Park Elementary School,2242,2445
Ps 111 Seton Falls,2243,2445
Saint Regis Falls Central School,2244,2445
Whitehall Elementary School,2245,2445
Ps 9 Ryer Avenue Elementary School,2246,2445
Mexico Elementary School,2247,2445
Ps 114 Luis Llorens Torres School,2248,2445
Bronx Stem And Arts Academy (The),2249,2445
New American Academy At Roberto Clemente State Park (The),2250,2445
Ps 399 Stanley Eugene Clarke,2251,2445
Ida B Wells-Barnett Elementary School 34,2252,2445
Ps 30 Wilton,2253,2445
East New York Elementary School Of Excellence,2254,2445
Ps 11 Highbridge,2255,2445
Samuel G Love Elementary School,2256,2445
Ps 75 Mayda Cortiella,2257,2445
Webster Elementary School,2258,2445
Ps 74 Hamlin Park - Claude And Ouida Clapp Academy,2259,2445
Ps 18 John Peter Zenger,2260,2445
Kakiat Elementary School,2261,2445
Ps/Middle School 20 PO George J Werdan III,2262,2445
Oak Park Elementary School,2263,2445
Haverstraw Elementary School,2264,2445
Ps 44 Marcus Garvey,2265,2445
Volney Elementary School,2266,2445
Ps 398 Walter Weaver,2267,2445
Arbor Hill Elementary School,2268,2445
Clifton-Fine Elementary School,2269,2445
Ps 183 Dr Richard R Green,2270,2445
Ps 19 Marino Jeantet,2271,2445
G W Krieger School,2272,2445
Dr Martin Luther King School Junior Elementary School,2273,2445
Ps 6 West Farms,2274,2445
Ps 55 Benjamin Franklin,2275,2445
Hyde Park School,2276,2445
Ps 7 Samuel Stern,2277,2445
Ps 223 Lyndon B Johnson,2278,2445
Ps 32 Belmont,2279,2445
Ps 155 William Paca,2280,2445
Ps 213 New Lots,2281,2445
Ohio Street School,2282,2445
Boulevard School,2283,2445
Citizenship And Science Academy Of Syracuse Charter School,2284,2445
Lexington Academy (The),2285,2445
Whitesville Central School,2286,2445
Ps 14 Fairview,2287,2445
Bennett Park Montessori School,2288,2445
Kernan Elementary School,2289,2445
South Seneca Elementary School,2290,2445
Huntington K-8 School,2291,2445
MacArthur School,2292,2445
Ps/Is 54,2293,2445
Ps 18 John G Whittier,2294,2445
Harry F Abate Elementary School,2295,2445
Davis Elementary School,2296,2445
Ps 132 Garrett A Morgan,2297,2445
Elmwood Elementary School,2298,2445
Ps 38 Roberto Clemente,2299,2445
Benjamin Cosor Elementary School,2300,2445
Ps 106 Edward Everett Hale,2301,2445
Van Corlaer Elementary School,2302,2445
Pfc William J Grabiarz #79,2303,2445
Onondaga Nation School,2304,2445
Roxboro Road Elementary School,2305,2445
Tuscarora Elementary School,2306,2445
Ps 59 Community School Of Technology (The),2307,2445
Ps 35 Franz Siegel,2308,2445
Roanoke Avenue School,2309,2445
Reach Academy Charter School,2310,2445
School Of Science And Applied Learning (The),2311,2445
David Paterson School,2312,2445
Build Community School,2313,2445
Charter School For Applied Technologies,2314,2445
Ps 16 Wakefield,2315,2445
Ps 96 Joseph Lanzetta,2316,2445
Ps 59 The Dawn Best School,2317,2445
Ps 18 Edward Bush,2318,2445
Ps 134 Henrietta Szold,2319,2445
Ps 143 Louis Armstrong,2320,2445
William Boyce Thompson School,2321,2445
Ronald Peoples School Of Scholars (The),2322,2445
Ps 1 Courtlandt School,2323,2445
Meachem Elementary School,2324,2445
West Hertel Elementary School,2325,2445
Ps/Middle School 147 Ronald McNair,2326,2445
Ps 105 Bay School (The),2327,2445
Southside Academy Charter School,2328,2445
Buffalo United Charter School,2329,2445
Eugenio Maria De Hostos Charter School,2330,2445
Holmes Elementary School,2331,2445
Franklin Elementary School,2332,2445
Starbuck Elementary School,2333,2445
Stanley Makowski Early Childhood Center,2334,2445
Flanders Elementary School,2335,2445
Ps 307 Daniel Hale Williams,2336,2445
Roots Academy At West Hill,2337,2445
Manhattan Charter School II,2338,2445
Mosaic Preparatory Academy,2339,2445
Ps 89 Cypress Hills,2340,2445
Clyde-Savannah Elementary School,2341,2445
Joseph McNeil School,2342,2445
KIPP Albany Community Charter School,2343,2445
Anna Merritt Elementary School,2344,2445
Museum School 25,2345,2445
Martin Road Elementary School,2346,2445
Lighthouse Elementary School,2347,2445
Dr A Pantoja Community School Excllnce -#18,2348,2445
Louis V Denti Elementary School,2349,2445
Lime Kiln Elementary School,2350,2445
Anna Murray-Douglass Academy,2351,2445
Dr George Blackman Ecc,2352,2445
South Kortright Central School,2353,2445
Marva J Daniel Futures Preparatory School,2354,2445
Ps 57 Crescent,2355,2445
Ps 44 Thomas C Brown,2356,2445
Dr Weeks Elementary School,2357,2445
Theodore Roosevelt School,2358,2445
Harriet Ross Tubman Academy,2359,2445
William C Keane Elementary School,2360,2445
Ps 109 Sedgwick,2361,2445
Milton J Fletcher Elementary School,2362,2445
